CustomerID,Age,AnnualIncome,PurchaseFrequency,AverageOrderValue,RecencyDays,CustomerLifetimeMonths,WebsiteVisitsPerMonth,EmailEngagementRate,CustomerSatisfactionScore,ReturnRate,PreferredChannel,MembershipTier
522,42.574951493374854,59217.75880422642,3.7289520893482306,52.84863544704785,42.242191602611854,24.13450364619293,2.6618032084783376,0.39790738315271923,3.4712740686314616,0.19335586184097503,Online,Gold
738,20.541030054544102,27621.953841535003,2.2767437812549085,216.75111117253854,80.51815284254738,14.790495118837363,1.3007006595597188,0.35503195522763553,3.445736078717576,0.06510046843615261,Online,Gold
741,34.131107812579195,39003.600051787966,0.0,41.116438934247284,128.51297594679875,6.716864552592003,2.586661791853719,0.249837828303662,2.6208955616722824,0.0555754023020719,Online,Bronze
661,23.46667596794255,58864.98772920383,8.038485930631055,53.24521092764171,40.218775271308004,23.537387827336573,8.088291775032657,0.36721118802289915,3.6788459024804028,0.16466725100270088,Online,Bronze
412,32.16861103256233,44478.71462545786,8.655602127232838,36.3573141785087,53.887954609766425,49.393816227828616,10.18555593054361,0.33959586366221495,4.284851681693394,0.17715040648147082,In-Store,Bronze
679,40.05965553455865,30092.943891057603,13.44022309554627,65.84013521963192,50.84406786137982,30.08735589124417,8.087571511806702,0.5409680441315364,3.901494918709933,0.18241022118123723,Online,Bronze
627,,60962.48308609117,5.3577377311918095,45.303286238604954,38.27185745208208,18.822425527777803,1.3751576713152431,0.49061721719286133,3.664275525144736,0.12084370991402349,Online,Platinum
514,50.23238621712258,59749.83737315108,8.596040028642221,17.548474562676518,32.940773779087785,27.99317601719131,8.279475013099226,0.481301545702577,3.932588358532358,0.03572443541495676,In-Store,Silver
860,24.77547305570622,31520.042156328313,0.40379219262568444,80.33891835581471,96.29188708171574,8.505250058347997,3.4002450510067757,0.22484480998158635,3.332110691129789,0.14162277324307926,Online,Bronze
137,38.7339736613101,109429.23318356938,25.0241189372555,188.71171684988295,11.9329866822953,36.538529047807764,21.268698307472867,0.6514273067836435,4.792745015803413,0.08808273179146014,In-Store,Gold
812,29.306882839326406,45974.34110297303,0.33370398304558213,137.24091832043572,227.9331534374835,10.326893459882024,2.3593430777350655,0.15757315974049285,2.990099333152703,0.05894128105114635,In-Store,Silver
77,45.69637654590537,98084.80955081017,19.557696618136685,227.38468403754615,26.596647699908473,28.618418209133885,17.18915986710849,0.4892338972881941,4.430740087846569,0.0448764049500924,Online,Bronze
637,21.341758445845613,49505.81936581013,7.832238654433361,85.41707797410716,45.047215903594896,18.874658893534498,9.738040279270328,0.4807885950908996,3.419618646762211,0.1778625316500547,In-Store,Platinum
